continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Africa,Master's,N,Y,9151,South,80026.48,Year,Y,0,128
Asia,High School,N,Y,2131,West,155137.62,Year,Y,1,12
North America,Master's,Y,N,5023,South,135055.87,Year,Y,0,26
North America,Master's,Y,N,2525,South,82275.49,Year,Y,0,185
Asia,Master's,Y,N,2650,South,52654.73,Year,Y,0,34
Asia,Doctorate,N,Y,111,Northeast,115777.03,Year,Y,1,15
Asia,Master's,Y,N,3464,South,115436.48,Year,N,0,30
Asia,Bachelor's,Y,N,2118,Northeast,129901.45,Year,Y,0,22
Asia,Bachelor's,Y,N,959,Northeast,9690.94,Year,Y,1,18
Asia,Bachelor's,Y,N,4951,South,38046.17,Year,Y,0,24
Asia,Master's,Y,N,711,Northeast,74525.73,Year,Y,0,17
Asia,Doctorate,N,N,2122,Midwest,115184.46,Year,Y,0,10
Asia,High School,Y,N,1870,South,6910.74,Year,N,1,61
North America,Bachelor's,N,N,1346,West,153319.76,Year,N,1,32
Asia,Bachelor's,Y,N,787,Midwest,41542.44,Year,Y,1,15
Asia,Master's,Y,N,3599,Northeast,89008.74,Week,Y,0,29
North America,Master's,Y,N,884,Northeast,173530.37,Year,Y,0,15
North America,Master's,Y,N,3135,Northeast,82451.79,Year,Y,0,142
North America,High School,Y,N,2342,South,213646.91,Year,Y,0,151
Asia,Bachelor's,Y,N,612,South,34017.38,Year,Y,0,25
Asia,Doctorate,N,N,1428,West,82714.59,Year,Y,0,41
Europe,Bachelor's,Y,N,3081,West,131995.03,Year,Y,1,11
Europe,High School,Y,N,366691,West,30868.9,Year,Y,1,13
Asia,Bachelor's,Y,N,1469,Midwest,91124.23,Year,Y,1,11
Asia,Master's,Y,Y,1441,South,138479.38,Year,Y,0,52
Asia,Bachelor's,Y,N,4182,West,65568.91,Year,Y,0,27
Asia,High School,Y,Y,1447,West,88558.53,Year,Y,1,56
North America,Bachelor's,N,N,38,Island,111337.27,Year,Y,1,30
Europe,High School,Y,N,2224,Northeast,91794.48,Year,Y,1,20
Asia,Bachelor's,Y,N,4867,Northeast,93276.74,Year,Y,0,31
Africa,Master's,N,N,156,Northeast,97764.74,Year,Y,0,9
Asia,Master's,Y,N,1047,West,100988.51,Year,N,0,23
Asia,Master's,Y,N,22009,Northeast,126351.57,Year,Y,0,15
Europe,Doctorate,N,Y,755,West,53613.59,Year,Y,1,20
Asia,Master's,Y,N,1030,South,17826.38,Year,Y,0,36
Asia,Master's,Y,N,2440,Midwest,78564.67,Year,Y,0,17
North America,Master's,Y,N,978,South,30544.68,Year,Y,0,13
Asia,Bachelor's,N,N,186,Northeast,72526.3,Year,Y,1,23
Asia,Doctorate,N,N,1122,Midwest,98869.31,Year,Y,0,16
Asia,Bachelor's,N,N,196,Northeast,33350.16,Year,Y,1,44
Asia,Master's,Y,N,1319,Northeast,8883.48,Year,Y,0,21
Asia,Master's,Y,Y,988,Midwest,95778.28,Year,Y,0,32
Asia,Doctorate,Y,Y,507,West,157604.95,Year,Y,0,37
Asia,Master's,Y,N,1785,West,115862.08,Year,Y,0,26
Europe,Doctorate,N,N,518,West,19034.39,Year,Y,0,18
Europe,Doctorate,Y,N,4596,South,58706.21,Year,Y,0,72
Asia,High School,Y,N,175,Northeast,67010.19,Year,Y,1,20
Asia,Bachelor's,N,N,573,West,94507.94,Year,Y,1,8
Asia,Bachelor's,N,N,859,West,111802.68,Year,Y,0,133
Asia,Master's,Y,N,409,South,68952.04,Year,Y,0,52
Asia,Master's,N,N,1418,South,939.1964,Hour,Y,0,45
Asia,High School,Y,N,4926,Midwest,135705.29,Year,Y,1,41
Asia,Master's,Y,N,3994,Midwest,153524.1,Year,N,0,19
Asia,High School,Y,N,3420,Northeast,14115.27,Year,Y,1,75
Asia,Bachelor's,N,N,361,West,104585.4,Year,Y,1,21
Asia,Master's,N,N,1393,Northeast,140028.57,Year,N,1,15
Asia,Master's,Y,N,883,South,16925.21,Year,Y,0,16
Oceania,Bachelor's,N,N,872,Northeast,553.2211,Hour,Y,0,204
South America,Master's,N,N,632,West,60690.23,Year,Y,1,23
Asia,Bachelor's,N,N,545,Northeast,117232.87,Year,Y,1,16
North America,Bachelor's,N,N,104910,Northeast,125.42,Hour,Y,0,33
Asia,Bachelor's,Y,N,5332,South,112574.99,Year,Y,0,28
Asia,Bachelor's,Y,N,3743,Northeast,107.36,Hour,Y,1,45
Asia,Master's,Y,N,4765,Midwest,105605.28,Year,Y,0,85
South America,Doctorate,Y,N,286,West,72903.34,Year,Y,0,18
North America,Master's,Y,N,7999,Northeast,100078.42,Year,N,0,27
South America,Bachelor's,N,Y,2183,West,14193.01,Year,Y,0,63
Asia,Master's,Y,N,3098,Northeast,32233.42,Year,Y,1,45
Asia,Master's,N,Y,4473,Northeast,163519.84,Year,Y,0,40
Asia,Doctorate,Y,N,163,South,78509.14,Year,Y,0,24
Asia,Master's,Y,Y,1741,South,48792.68,Year,Y,1,25
Asia,Doctorate,Y,N,1822,Northeast,2380.18,Year,Y,0,19
Asia,High School,N,N,3084,South,115337.75,Year,Y,1,154
Asia,Master's,N,Y,961,West,195883.8,Year,Y,1,18
Asia,Master's,N,N,1157,West,26453.45,Year,Y,0,55
Asia,Bachelor's,N,Y,3860,West,27213.6,Year,Y,1,29
Europe,Bachelor's,Y,N,2306,Northeast,99122.45,Year,Y,0,142
Asia,High School,Y,N,1746,Northeast,19704.98,Year,Y,1,83
Asia,High School,N,N,2541,West,920.7578,Hour,Y,1,173
North America,Master's,N,N,758,Midwest,78900.51,Year,N,0,20
Asia,Bachelor's,N,N,775,South,283.5202,Hour,Y,1,44
Europe,Bachelor's,Y,N,2522,Northeast,21333.56,Year,Y,0,10
Asia,Master's,Y,N,2526,Northeast,86908.59,Year,N,0,19
Asia,Master's,N,N,3267,South,161738.67,Year,Y,0,20
Asia,Bachelor's,Y,Y,317,Northeast,244938.45,Year,Y,1,14
Asia,Bachelor's,N,N,3890,West,38649.8,Year,Y,0,25
Asia,Bachelor's,N,N,1042,West,41821.55,Year,N,1,23
Asia,Bachelor's,Y,N,1500,West,219056.42,Year,Y,1,18
South America,Bachelor's,N,N,644,Northeast,61958.88,Year,Y,0,13
Asia,Master's,N,N,1663,Midwest,72146.55,Year,Y,1,34
Asia,Master's,N,Y,231,Midwest,431.6055,Hour,Y,1,76
North America,High School,Y,N,2294,West,18643.35,Year,Y,0,122
Asia,Bachelor's,Y,N,2042,Midwest,111681.66,Year,N,0,17
Asia,Bachelor's,Y,N,2201,West,100.95,Hour,Y,1,44
Asia,Bachelor's,Y,N,3095,South,138636.86,Year,Y,0,22
Asia,Master's,N,N,42,West,500.4,Hour,Y,1,38
Asia,Bachelor's,N,N,3879,South,109.48,Hour,Y,0,10
Europe,High School,N,N,622,Midwest,37.1854,Hour,Y,0,34
Europe,Bachelor's,Y,N,291,Midwest,24342.62,Year,Y,0,38
Europe,Doctorate,Y,N,5596,West,3286.51,Year,Y,0,23
Asia,Master's,N,N,1939,Midwest,112912.83,Year,Y,0,16
Asia,Master's,Y,N,1757,Northeast,149640.44,Year,N,0,22
Asia,Bachelor's,N,N,3529,South,100989.94,Year,Y,1,16
Europe,Master's,N,N,31115,South,26560.21,Year,Y,0,13
Asia,Bachelor's,N,N,12487,Northeast,192.8448,Hour,Y,1,23
Europe,High School,Y,N,1389,West,50472.49,Year,Y,0,32
Asia,High School,N,N,4415,West,99474.71,Year,N,1,29
Asia,Bachelor's,N,N,1164,Midwest,26690.05,Year,Y,0,18
Asia,Master's,Y,N,978,Midwest,79374.96,Year,Y,0,33
North America,Bachelor's,Y,N,2850,South,101086.77,Year,Y,0,32
Asia,High School,Y,N,3379,South,76041.62,Year,Y,1,26
Asia,High School,N,N,540,Midwest,20267.75,Year,Y,1,22
Europe,High School,Y,N,1485,South,73469.66,Year,Y,1,13
Asia,Bachelor's,N,N,2300,West,34180.42,Year,Y,0,18
Asia,High School,Y,Y,1137,South,27476.68,Year,Y,0,44
Europe,Master's,Y,N,240,Northeast,52647.59,Year,Y,0,29
Asia,High School,Y,N,1151,Northeast,18204.35,Year,Y,1,21
Asia,Master's,Y,N,1278,West,101011.92,Week,Y,0,15
Asia,Bachelor's,Y,N,102284,West,204.8606,Hour,Y,1,15
Asia,Bachelor's,N,N,793,South,137540.38,Year,Y,0,30
Asia,Master's,Y,N,2716,Northeast,176480.88,Year,Y,0,47
Asia,Bachelor's,N,N,136,Northeast,4276.52,Year,Y,1,84
Asia,Master's,N,N,2277,Northeast,62245.87,Year,Y,0,9
North America,Master's,N,N,5220,West,257966.97,Year,Y,1,44
Asia,Bachelor's,Y,N,2866,Midwest,83375.17,Year,Y,0,15
Europe,Doctorate,N,N,1347,Northeast,38601.12,Year,Y,0,22
North America,Master's,Y,N,3956,Northeast,66442.94,Year,Y,1,18
North America,Master's,N,N,1190,South,786.5458,Hour,Y,0,27
North America,Doctorate,N,N,374,Northeast,103525.17,Year,Y,1,14
Asia,Bachelor's,Y,Y,2431,Northeast,124056.32,Year,Y,0,18
Asia,Bachelor's,N,N,25108,Northeast,133661.33,Year,Y,0,47
Asia,Bachelor's,N,N,292,Midwest,81363.81,Year,Y,0,10
South America,High School,N,N,252,Island,473.5168,Hour,Y,1,46
Asia,Bachelor's,Y,N,3001,West,25182.96,Year,Y,1,76
Asia,Bachelor's,N,N,1741,West,59524.97,Year,Y,1,23
Asia,Master's,Y,N,1721,South,62730.52,Year,Y,0,14
Asia,Bachelor's,N,N,1049,West,55895.49,Year,Y,1,15
Asia,High School,N,Y,1647,West,76748.75,Year,Y,0,24
Asia,Master's,N,N,2925,Island,91060.12,Year,Y,1,74
Asia,Bachelor's,N,N,3963,Northeast,94584.84,Year,Y,0,17
Asia,Bachelor's,N,N,1009,South,78676.37,Year,Y,1,13
Asia,Master's,Y,N,3191,Midwest,22023.56,Year,Y,0,19
Asia,Doctorate,Y,N,1283,Northeast,813.4899,Hour,Y,0,10
Asia,Doctorate,Y,N,2090,South,23291.94,Year,Y,0,33
North America,Master's,Y,N,1782,Northeast,79877.79,Year,N,0,38
North America,Bachelor's,Y,N,1874,Northeast,152398.83,Week,Y,1,24
Asia,Master's,Y,N,22167,Northeast,157353.94,Year,N,0,30
Asia,Doctorate,N,N,1876,Northeast,28759.98,Year,Y,0,27
Asia,Bachelor's,Y,N,1277,South,81425.39,Year,Y,1,26
Asia,Bachelor's,Y,Y,1453,South,30466.7,Year,Y,0,43
Asia,Master's,Y,N,1244,West,58441.15,Year,Y,0,18
Asia,Master's,Y,Y,1318,South,87227.16,Year,Y,0,115
Europe,High School,Y,N,1315,South,45619.4,Year,Y,1,23
Asia,Master's,Y,N,97,South,150107.26,Year,Y,0,20
Asia,Master's,N,Y,1438,Northeast,69302.68,Year,Y,0,34
Asia,Bachelor's,N,N,1824,South,115837.28,Year,Y,1,26
Europe,Doctorate,N,Y,1637,South,11266.56,Year,Y,1,16
Europe,High School,Y,Y,1489,West,65525.81,Year,Y,0,178
North America,Bachelor's,N,N,3423,Midwest,110430.02,Year,Y,1,33
South America,Master's,N,Y,2274,West,155489.31,Year,Y,0,71
Asia,High School,N,N,2026,South,58189.21,Year,Y,1,53
North America,Master's,N,Y,326,South,40349.93,Year,Y,1,20
Asia,Bachelor's,Y,N,3519,South,164447.02,Year,Y,1,71
North America,Master's,Y,N,2314,Northeast,133413.81,Year,N,0,24
Asia,Master's,Y,N,1374,West,9743.16,Year,Y,0,13
Asia,Master's,Y,N,3109,Midwest,62461.41,Year,Y,0,43
Asia,Bachelor's,Y,N,7828,West,28538.06,Year,Y,0,166
Asia,Bachelor's,Y,N,2936,Northeast,324.9582,Hour,Y,0,40
Asia,Bachelor's,N,N,124,South,95745.58,Year,Y,0,114
Asia,Bachelor's,N,N,2938,South,77011.13,Year,Y,1,21
Asia,Master's,Y,N,1447,West,104346.53,Year,Y,0,9
North America,Doctorate,Y,N,933,Northeast,43891.44,Year,Y,0,38
Asia,Bachelor's,Y,N,2527,West,99965.81,Year,Y,1,39
North America,Bachelor's,N,N,799,West,101721.37,Year,Y,1,31
Europe,Bachelor's,N,Y,3992,Midwest,85850.98,Year,Y,0,20
North America,Master's,Y,N,2017,South,121441.26,Year,N,1,13
Europe,Master's,N,N,361,Northeast,51135.61,Year,Y,0,15
Asia,Master's,Y,N,4327,Midwest,104564.25,Year,N,0,27
Asia,Bachelor's,Y,N,346,West,107861.36,Year,Y,1,35
Asia,Master's,Y,N,3150,South,111506.27,Year,Y,0,38
Asia,Bachelor's,Y,N,327,South,137841.21,Year,Y,1,15
North America,Master's,Y,N,1962,Northeast,40616.29,Year,Y,1,16
Asia,Bachelor's,Y,N,4970,West,49416.71,Year,Y,0,17
Asia,Doctorate,N,N,2448,Northeast,63992.87,Year,Y,0,14
Asia,Bachelor's,Y,N,2900,Northeast,59514.37,Year,Y,0,54
Asia,Master's,Y,N,1654,West,17267.71,Year,Y,0,119
Asia,Master's,Y,Y,2532,West,34766.25,Year,Y,0,16
Asia,High School,Y,N,1409,West,148070.58,Year,N,0,32
Europe,High School,N,N,3994,West,33383.39,Year,Y,1,119
Asia,Doctorate,Y,N,3993,Midwest,51840.34,Year,Y,0,19
Asia,Master's,Y,N,2099,Northeast,770.517,Hour,Y,0,23
Asia,Bachelor's,Y,N,1275,Northeast,30797.94,Year,Y,0,24
Asia,High School,N,N,1031,Midwest,160917.21,Year,Y,0,22
Asia,Bachelor's,Y,Y,3953,South,136714.22,Year,Y,0,17
Asia,High School,Y,N,1977,Midwest,96574.05,Year,Y,1,15
Asia,Bachelor's,Y,N,4381,Midwest,75891.48,Year,Y,0,49
Asia,Master's,N,N,327,South,88255.78,Year,Y,1,20
Asia,Bachelor's,Y,N,2573,South,76309.36,Year,Y,1,150
Asia,High School,Y,N,3653,South,65838.3,Year,Y,1,14
Africa,Master's,N,N,524,Island,94876.7,Year,Y,1,20
Asia,Bachelor's,N,N,3486,Northeast,112532.24,Year,Y,0,185
Asia,High School,Y,N,3612,West,194.01,Year,Y,1,20
Asia,Doctorate,Y,N,2560,West,230916.64,Year,Y,0,26
Asia,High School,Y,N,4897,West,74108.02,Year,Y,1,36
North America,Master's,N,Y,1748,South,35886.14,Year,Y,0,19
Asia,Master's,Y,N,3735,West,82588.99,Year,Y,0,158
Asia,Bachelor's,Y,N,3504,West,79781.32,Year,Y,1,139
Europe,Bachelor's,N,N,4505,South,22666.14,Year,Y,0,42
Asia,Master's,N,N,2036,West,83329.46,Year,N,0,18
Asia,Bachelor's,N,Y,4871,Northeast,76118.76,Year,Y,1,23
Asia,High School,Y,N,2141,West,32652.96,Year,Y,1,12
Asia,Bachelor's,N,N,667,Island,73566.74,Year,Y,0,20
Asia,Master's,Y,N,3539,West,24642.85,Year,Y,0,35
Europe,Master's,N,N,1382,Northeast,53004.55,Year,Y,0,17
Asia,Bachelor's,Y,N,3357,Northeast,72073.37,Year,Y,0,39
Asia,Master's,Y,N,16006,Northeast,12661.71,Week,Y,0,39
Asia,Master's,Y,Y,2311,West,29500.18,Year,Y,0,29
Oceania,Master's,N,N,3126,South,24.4888,Hour,Y,1,11
Europe,Doctorate,N,N,394,West,40959.5,Year,Y,0,14
Asia,Bachelor's,N,N,102,Northeast,45996.16,Year,Y,1,76
Africa,Master's,Y,N,279,Northeast,94027.93,Year,Y,0,34
North America,Master's,Y,Y,19143,Northeast,117784.5,Year,Y,1,125
Asia,Bachelor's,N,Y,32625,Midwest,83893.82,Year,Y,0,19
Asia,Bachelor's,Y,N,2073,South,54386.28,Year,Y,0,13
South America,Bachelor's,N,N,1403,Midwest,126174.98,Year,Y,0,17
South America,Master's,Y,N,3999,South,68277.16,Year,Y,0,45
Asia,Bachelor's,Y,N,1268,South,7439.91,Year,Y,0,22
North America,High School,N,N,69036,Northeast,117542.92,Year,Y,0,18
Asia,High School,Y,N,6797,West,132497.19,Week,Y,0,84
Europe,High School,N,Y,3048,Northeast,230843.7,Year,Y,1,27
Asia,Doctorate,Y,N,1892,South,59301.16,Year,Y,0,34
Asia,Bachelor's,Y,N,1835,West,115802.88,Year,Y,0,14
Asia,Bachelor's,Y,N,3477,Northeast,124550.61,Year,Y,0,173
Asia,Master's,Y,N,1102,West,244758.73,Year,Y,0,24
Asia,High School,N,N,3348,West,73155.88,Year,Y,1,26
South America,Bachelor's,Y,N,3533,Midwest,130137.7,Year,Y,1,24
Asia,Bachelor's,Y,N,3149,South,36114.46,Year,Y,0,27
Asia,Master's,Y,N,1763,Northeast,119236.35,Year,Y,0,19
Asia,High School,N,Y,525,West,137121.71,Year,Y,1,48
South America,Bachelor's,N,N,2093,South,419.7764,Hour,Y,1,14
Asia,Bachelor's,N,N,3037,West,63452.93,Year,Y,0,47
South America,Bachelor's,Y,Y,1199,West,7098.07,Year,Y,0,55
Asia,Bachelor's,Y,N,1652,Northeast,22941.25,Year,Y,1,16
Asia,Master's,Y,N,82,Northeast,15082.64,Year,Y,0,17
Asia,Bachelor's,N,Y,2940,Northeast,68888.26,Year,Y,1,16
North America,Master's,Y,N,833,Midwest,70573.43,Year,N,0,73
North America,Master's,N,N,5034,West,893.8884,Hour,Y,0,16
South America,Master's,Y,N,4818,Northeast,60957.82,Year,Y,0,24
Asia,Bachelor's,N,N,1018,Northeast,42503.51,Year,Y,1,23
North America,Master's,Y,N,1687,South,90441.92,Year,Y,0,46
Asia,Master's,N,Y,101,West,175964.93,Year,Y,0,10
Asia,Bachelor's,Y,N,453,West,90124.25,Year,Y,0,76
Asia,High School,N,N,3023,Midwest,162966.65,Year,Y,0,17
Europe,Master's,N,N,8100,Northeast,33676.37,Year,Y,1,29
Asia,Master's,Y,N,1513,West,73839.7,Year,N,0,55
Asia,Bachelor's,N,N,1934,West,102.11,Hour,Y,1,24
Asia,Master's,N,Y,812,Northeast,42976.82,Year,Y,1,26
Asia,High School,Y,N,5454,South,83502.98,Year,Y,0,35
Asia,Master's,N,N,162,West,116.75,Hour,Y,0,14
South America,Master's,Y,N,3260,West,112.86,Hour,Y,0,206
Asia,Bachelor's,Y,N,3606,Midwest,74479.27,Year,Y,0,18
Asia,Bachelor's,N,N,527,West,474.047,Hour,Y,1,28
Europe,Master's,Y,N,14912,South,33854.39,Year,Y,0,27
Africa,Master's,Y,N,2616,Midwest,95415.3,Year,Y,0,54
North America,Bachelor's,N,N,1456,South,111813.72,Year,N,1,14
Europe,Doctorate,N,Y,9559,South,70752.7,Year,Y,1,32
South America,Master's,Y,N,2455,Northeast,122239.88,Week,Y,0,22
Europe,Doctorate,N,N,3274,West,24269.88,Year,Y,0,42
Asia,Master's,N,N,2364,Midwest,29199.38,Year,Y,0,95
Asia,Bachelor's,Y,N,4590,South,45970.62,Year,Y,0,19
Asia,Bachelor's,Y,N,979,Midwest,28856.32,Year,Y,0,27
Asia,Bachelor's,N,N,594472,West,87144.2,Year,Y,1,136
North America,Master's,Y,N,3384,South,25850.66,Year,Y,0,43
Asia,Bachelor's,Y,N,473,Northeast,820.8629,Hour,Y,1,17
North America,Bachelor's,Y,N,453,Northeast,294.882,Hour,Y,1,16
Asia,High School,N,N,1179,Midwest,175346.84,Year,Y,0,8
North America,Master's,Y,N,1018,West,105054.29,Year,N,0,18
Asia,Master's,Y,N,2003,West,62710.32,Year,Y,0,21
Asia,Master's,N,N,2488,Midwest,103767.51,Year,Y,0,20
Asia,Master's,Y,N,697,Midwest,94154.53,Year,Y,0,16
Asia,High School,N,N,571,South,46880.69,Year,Y,1,34
North America,Master's,N,N,1465,Northeast,80723.95,Year,N,0,36
Asia,Bachelor's,Y,Y,1008,West,58251.56,Year,Y,0,123
Europe,Master's,N,N,1767,South,132234.0,Year,Y,0,34
Asia,Master's,Y,N,1161,South,207693.95,Year,Y,0,21
Africa,High School,Y,N,1000,Northeast,66194.39,Year,Y,1,15
Asia,Bachelor's,Y,N,23975,Midwest,75849.81,Year,Y,1,25
Africa,Master's,Y,N,398,South,87024.08,Year,Y,0,17
Europe,Bachelor's,Y,N,1729,Northeast,119477.77,Year,Y,0,25
North America,Master's,Y,N,3022,Northeast,72325.15,Year,Y,0,14
Asia,Master's,Y,N,739,Northeast,51864.68,Year,Y,0,17
Asia,Bachelor's,N,N,3387,South,33370.51,Year,Y,1,32
Europe,Master's,Y,N,7320,Northeast,89207.07,Year,Y,0,155
Europe,Bachelor's,Y,N,2385,West,42522.66,Year,Y,0,13
Asia,High School,Y,Y,557,Northeast,313.835,Hour,Y,1,13
Asia,Master's,N,N,1456,Northeast,118.29,Hour,Y,1,22
Asia,Master's,N,N,31502,Northeast,51025.89,Year,Y,0,155
North America,Bachelor's,N,N,4228,Northeast,73976.48,Year,Y,1,11
Europe,Bachelor's,N,Y,20174,West,125144.74,Year,Y,0,26
Asia,High School,Y,N,1584,South,159688.85,Year,N,1,219
Asia,Bachelor's,N,N,60523,West,78230.8,Year,Y,0,79
Europe,Bachelor's,Y,N,2687,South,985.5,Year,Y,1,26
Europe,Doctorate,N,N,1546,South,110248.49,Year,Y,0,26
Europe,Master's,N,N,538,West,149091.25,Year,Y,0,55
Asia,Master's,Y,N,3887,West,6049.16,Year,Y,0,11
Asia,Master's,N,N,3392,South,53403.81,Year,Y,1,43
Europe,Master's,N,N,1909,South,90324.07,Year,N,0,24
Asia,Bachelor's,N,N,2158,West,128877.33,Year,Y,1,73
Asia,Master's,Y,N,334,Midwest,43421.88,Year,Y,0,16
Asia,Bachelor's,Y,N,1491,West,117845.44,Year,Y,0,33
Asia,Master's,N,N,2069,Northeast,134029.15,Year,Y,1,19
Asia,Bachelor's,Y,N,151,South,85062.46,Year,Y,0,42
Europe,Master's,N,N,401,West,31357.04,Year,Y,1,55
Asia,Master's,Y,N,4894,Midwest,136180.62,Year,Y,0,45
Europe,Doctorate,Y,Y,875,Northeast,17855.89,Year,Y,1,27
Asia,Master's,Y,N,420,Northeast,76865.05,Year,Y,0,10
Asia,Master's,Y,N,683,South,57736.71,Year,Y,0,21
Asia,High School,Y,N,18114,Northeast,33729.38,Year,Y,0,36
Africa,Master's,Y,N,268,South,5863.7,Year,Y,0,19
North America,Master's,Y,N,9315,Midwest,59877.19,Year,Y,0,34
Asia,Master's,Y,N,5369,Northeast,43615.1,Year,Y,0,14
North America,Master's,Y,N,2532,West,125625.87,Week,Y,1,46
Europe,Master's,Y,N,776,Northeast,94497.67,Year,Y,0,20
Asia,Master's,Y,N,2991,Midwest,122019.09,Year,Y,0,28
Asia,Master's,N,N,1888,Northeast,34756.18,Year,Y,1,61
Asia,Bachelor's,Y,N,4322,South,130396.85,Year,Y,0,13
Asia,Master's,N,N,704,Northeast,127403.07,Year,N,0,19
Asia,Master's,N,N,27873,South,108886.27,Year,N,1,83
Asia,Doctorate,N,Y,2134,West,64393.06,Year,Y,0,16
Asia,Master's,Y,N,4033,South,126622.47,Year,Y,0,13
Asia,Master's,N,N,1983,South,33049.76,Year,Y,0,21
Africa,Bachelor's,N,Y,1528,South,70945.9,Year,Y,0,18
Asia,Bachelor's,Y,N,2861,West,96716.91,Year,Y,0,15
Asia,Master's,Y,N,5028,Northeast,95792.06,Year,Y,0,184
Asia,High School,Y,Y,1534,Island,66211.81,Year,Y,0,19
Europe,Master's,Y,N,42,Northeast,7710.84,Year,Y,0,54
Asia,Bachelor's,Y,N,242,West,206851.18,Year,Y,1,30
Asia,High School,Y,N,1415,Northeast,202588.5,Year,Y,1,60
Asia,Master's,N,N,642,Northeast,78408.77,Year,Y,1,25
Europe,Doctorate,N,N,257,Northeast,553.6915,Hour,Y,0,8
Asia,Bachelor's,Y,N,2111,West,73213.86,Year,Y,0,35
Asia,High School,N,N,434,Midwest,58341.54,Year,Y,0,25
Asia,Bachelor's,N,Y,2160,South,11277.13,Year,Y,0,31
Africa,Master's,N,N,288,West,16849.82,Year,Y,1,23
Asia,Bachelor's,Y,N,1780,Northeast,60036.18,Year,Y,0,43
Europe,Doctorate,Y,N,1846,South,169486.76,Year,Y,0,131
Asia,Bachelor's,Y,N,2886,Northeast,38251.72,Year,Y,0,20
North America,Bachelor's,Y,N,1455,Northeast,78181.56,Year,N,1,55
Asia,Master's,Y,N,1860,West,118067.65,Year,N,0,52
Asia,Bachelor's,Y,N,903,West,73995.95,Year,Y,0,12
Asia,High School,N,N,2124,Midwest,20899.73,Year,Y,1,26
Asia,Bachelor's,Y,N,3163,South,95418.65,Year,Y,0,19
Asia,Master's,N,N,4869,West,27272.74,Year,Y,0,34
Asia,Bachelor's,N,N,2338,Northeast,567.9936,Hour,Y,0,22
North America,High School,Y,N,739,Northeast,4201.92,Year,Y,0,28
North America,Master's,Y,N,4241,South,195755.09,Year,N,0,30
Asia,Bachelor's,Y,N,933,Northeast,77203.14,Year,Y,0,151
Asia,Master's,Y,N,2688,Northeast,15389.43,Year,Y,0,47
Asia,High School,N,N,1520,South,536.0869,Hour,Y,1,10
Asia,Master's,Y,N,2646,Midwest,99154.55,Year,Y,0,58
Europe,Bachelor's,Y,N,2147,Northeast,172687.53,Week,Y,0,7
Asia,Master's,N,N,2103,South,470.8494,Hour,Y,0,25
Europe,Master's,Y,N,1180,Northeast,12160.47,Year,Y,0,97
Asia,Bachelor's,Y,N,4245,Northeast,44600.61,Year,Y,1,168
Asia,Bachelor's,Y,N,1555,South,17412.32,Year,Y,0,16
Asia,Bachelor's,Y,N,854,South,71005.24,Year,N,0,14
Europe,Doctorate,N,N,465,Northeast,9107.57,Year,Y,0,34
North America,Bachelor's,Y,N,3314,West,29201.79,Year,Y,1,25
Asia,Bachelor's,N,N,788,West,489.9182,Hour,Y,1,16
Asia,Bachelor's,Y,N,1948,Northeast,39501.8,Year,Y,0,63
Asia,Master's,Y,N,22543,South,123721.58,Year,Y,0,23
Asia,Master's,Y,N,786,South,49440.91,Year,Y,0,40
North America,Doctorate,N,Y,83,South,60351.77,Year,Y,0,76
Asia,High School,N,N,561,Midwest,38095.04,Year,Y,1,11
Asia,Bachelor's,Y,N,63,West,38088.45,Year,Y,1,48
North America,Bachelor's,Y,N,15159,South,60267.29,Year,Y,0,46
Europe,Doctorate,Y,N,1468,Midwest,63361.18,Year,Y,0,15
Asia,Bachelor's,Y,Y,2228,South,61522.11,Year,Y,0,36
Europe,High School,Y,N,2841,South,88618.46,Year,Y,1,38
South America,High School,Y,N,1899,Northeast,111791.76,Year,Y,1,71
Asia,Master's,Y,N,1680,Northeast,33259.41,Year,Y,0,10
Asia,Master's,Y,N,2257,South,80916.28,Year,Y,0,36
Europe,Bachelor's,Y,N,2229,Northeast,56269.84,Year,Y,0,33
Asia,Bachelor's,N,N,3269,Northeast,107563.02,Year,Y,1,60
Asia,Master's,Y,N,13047,Midwest,123222.87,Year,N,0,160
Asia,Bachelor's,N,N,1516,West,33962.2,Year,Y,0,18
Europe,Master's,N,N,1162,West,48669.94,Year,Y,0,11
Asia,Master's,N,Y,714,Northeast,64634.56,Year,N,1,15
North America,Master's,Y,N,127274,Island,33664.29,Year,Y,0,26
Asia,Bachelor's,N,Y,356,West,67709.84,Year,Y,0,12
Asia,High School,N,Y,612,Midwest,161331.01,Year,Y,0,24
Asia,Bachelor's,Y,N,1295,Northeast,11391.6,Year,Y,1,9
Europe,High School,Y,N,76,South,165969.42,Year,Y,1,38
North America,Master's,N,N,4100,West,195956.75,Year,N,0,175
Asia,Master's,N,N,2162,South,708.9617,Hour,Y,0,41
Europe,Bachelor's,N,N,5117,West,60624.78,Year,Y,1,39
Asia,High School,N,Y,1072,Northeast,120.27,Hour,N,1,54
Asia,Master's,N,N,1751,Midwest,53587.75,Year,Y,1,19
Asia,Bachelor's,Y,N,1111,South,33712.67,Year,Y,0,28
Asia,Bachelor's,Y,N,1753,West,74102.39,Year,N,0,28
